Year,Month,Day,Longitude,Latitude,Depth,Hour,Minute,Second,Mw_unified,Relation
2004,3,19,49.04,32.781,7.7,19,27,27.47,4.3,
2004,3,20,57.339,34.716,10,16,10,9,4.7,Ms-Mw
2004,3,20,55.0946,27.5385,34.4,17,33,43,4.3,Ms-Mw
2004,3,21,49.395,32.985,33,5,4,34.64,4.4,
2004,3,24,55.094,36.875,33,2,39,25,4.6,Ms-Mw
2004,3,24,56.157,27.405,20.9,18,13,7,4.4,Ms-Mw
2004,3,28,54.097,39.799,4.8,13,30,15.81,4.6,
2004,3,30,52.0961,29.3732,6.4,13,31,53,4.6,Ms-Mw
2004,4,21,53.6754,27.676,20.4,11,43,33,4.2,mb(Zagros)-Mw
2004,4,21,57.0101,28.3677,33,14,45,18,4.5,Ms-Mw
2004,4,23,54.124,28.429,18.5,19,26,4.38,4.7,
2004,4,30,53.286,27.724,31.1,13,48,49.18,4.7,
2004,5,8,51.474,29.881,15,4,39,16.24,4.5,
2004,5,12,48.7258,32.3473,6.9,21,40,18,4.1,Ms-Mw
2004,5,14,50.3469,30.7601,34.1,10,56,37,4.3,Ms-Mw
2004,5,24,46.728,34.086,31.5,0,14,56.92,4.9,
2004,5,25,62.7037,28.0096,55.9,16,8,10,4.1,Ms-Mw
2004,5,28,51.58,36.28,17,12,38,43,6.3,
2004,5,30,46.297,33.0642,10,11,49,15,4.1,mb(Zagros)-Mw
2004,5,30,49.243,31.998,17.8,23,48,8,4.8,Ms-Mw
2004,6,4,53.6013,36.1397,,20,37,14,4.1,Ms-Mw
2004,6,11,53.135,27.724,16.7,11,2,16,4.6,Ms-Mw
2004,6,12,45.905,33.317,41.7,13,24,6.6,4.6,
2004,6,13,50.833,29.452,28.7,8,26,26,4.2,mb(Zagros)-Mw
2004,6,18,54.79,27.47,33,5,9,22,4.1,ML-Mw
2004,6,18,49.1088,32.4888,57.8,15,42,26,4.3,Ms-Mw
2004,6,25,50.729,30.577,51.9,14,42,57.28,4.7,
2004,7,1,43.83,39.65,5,22,30,8,5.1,
2004,7,2,49.03,35.62,10,12,56,39.9,4.5,Ms-Mw
2004,7,3,48.55,38.56,14,6,57,41.7,4,ML-Mw
2004,7,3,56.5134,27.9832,10,22,22,8,4.1,Ms-Mw
2004,7,3,56.61,31.32,14.1,23,55,13.5,4,ML-Mw
2004,7,7,53.461,27.261,18.9,18,45,58,4.5,ML-Mw
2004,7,10,49.846,31.114,10,7,57,51,4.1,ML-Mw
2004,7,13,56.63,28.98,10,5,50,10.1,4.3,Ms-Mw
2004,7,13,47.83,37.77,14,10,19,59.9,4.3,ML-Mw
2004,7,14,57.66,30.14,15.6,4,41,54.6,4.2,Ms-Mw
2004,7,17,48.76,32.61,,15,34,26.3,4.3,ML-Mw
2004,7,20,48.865,32.749,10,3,21,11,4.3,ML-Mw
2004,7,22,58.24,29.11,10,4,51,34,4.7,
2004,7,26,55.63,32.1,10,3,36,51.2,4,Ms-Mw
2004,7,30,44.6314,39.6767,22.5,7,16,18,4.7,Ms-Mw
2004,7,30,44.0921,39.728,5,7,36,35,4.1,Ms-Mw
2004,8,5,46.129,31.793,35.7,20,41,45.18,5,
2004,8,9,44.2228,39.6252,,18,33,22,4.2,Ms-Mw
2004,8,10,57.009,28.373,25.2,2,31,3,4.6,Ms-Mw
2004,8,10,43.905,39.728,5,8,17,46,4.2,mb(Zagros)-Mw
2004,8,10,44.1196,39.6813,8.3,23,45,21,4.4,Ms-Mw
2004,8,16,51.895,30.339,14.6,1,23,30,4.8,Ms-Mw
2004,8,16,58.42,29.37,33,6,30,56.9,4.3,ML-Mw
2004,8,21,57.654,37.914,10,3,32,43,4.8,Ms-Mw
2004,8,21,49.43,35.49,10,13,53,15.9,4.5,Ms-Mw
2004,8,23,44.856,36.32,10,3,50,36,4,ML-Mw
2004,8,27,51.69,28.76,10,17,46,44.2,4.3,Ms-Mw
2004,8,28,57.58,30.99,10,4,32,12.3,4.3,ML-Mw
2004,8,31,53.593,28.644,40.6,4,34,10,4.1,Ms-Mw
2004,8,31,57.5,30.07,16.5,7,38,49.4,4.1,Ms-Mw
2004,8,31,53.665,28.545,38.1,22,26,37,4.5,Ms-Mw
2004,9,1,54.02,28.41,10.5,16,31,20.1,4.1,ML-Mw
2004,9,2,54.385,35.622,14.1,4,41,0,4.5,ML-Mw
2004,9,3,54.598,26.859,10.2,14,8,55,4.4,ML-Mw
2004,9,8,50.84,31.638,57.1,22,19,35.99,4.5,
2004,9,9,63.1505,26.5738,45.3,1,27,37,4.5,Ms-Mw
2004,9,15,48.465,33.366,,8,27,41,4.3,ML-Mw
2004,9,16,57.54,38.15,50.7,18,45,0,4.3,ML-Mw
2004,9,22,52.471,28.255,,3,34,53,4.2,ML-Mw
2004,9,24,52.12,35.53,15.9,1,42,50.9,4.3,Ms-Mw
2004,9,26,43.312,38.611,13.7,21,3,14.54,4.5,
2004,9,27,54.28,28.45,10,19,7,2.8,4.3,ML-Mw
2004,9,28,52.03,27.905,30.2,16,53,16,4.3,ML-Mw
2004,10,5,45.672,35.865,24.6,15,34,12,4.5,Ms-Mw
2004,10,6,57.93,28.75,32.5,11,14,28,5.2,
2004,10,7,57.34,28.14,41,12,54,57,5,
2004,10,8,58.155,28.944,10,7,15,56,4.5,ML-Mw
2004,10,9,57.23,28.4,10,6,8,20.8,4.4,Ms-Mw
2004,10,9,51.08,32.01,15,14,48,38.7,4.1,Ms-Mw
2004,10,10,57.463,26.673,10,10,28,9,4.6,Ms-Mw
2004,10,12,56.754,28.491,10,8,47,1,4.1,ML-Mw
2004,10,14,56.78,30.8,10,1,21,18.1,4.5,ML-Mw
2004,10,14,57.052,31.714,35.2,2,28,45,4.9,Ms-Mw
2004,10,14,57.253,31.522,10,6,18,39,4.4,MN-Mw
2004,10,14,50,30.85,39.9,10,48,7.2,4.3,ML-Mw
2004,10,16,45.63,33.56,38.8,10,4,35,4.8,
2004,10,17,48.939,35.754,10,21,31,1.41,4.7,
2004,10,23,49.898,32.73,15,18,16,45,4.2,MN-Mw
2004,10,24,43.745,38.211,5.3,19,0,38,4,MN-Mw
2004,10,25,50.382,34.584,6.9,22,20,6,4.4,MN-Mw
2004,10,28,50.11,30.71,6,17,32,28.5,4,ML-Mw
2004,10,31,49.9,30.48,65.2,6,3,14.8,4.4,ML-Mw
2004,11,1,56.12,37.7,33,20,20,4.9,4.8,Ms-Mw
2004,11,3,51.256,29.773,53.2,23,16,21,4,MN-Mw
2004,11,5,50.256,28.98,33,16,58,4,4.2,MN-Mw
2004,11,6,53.916,28.224,44.8,18,8,55,4.5,Ms-Mw
2004,11,6,51.384,28.696,17.2,23,19,41.73,4.4,
2004,11,6,51.15,28.61,52.2,23,42,23.5,4.6,ML-Mw
2004,11,7,47.798,33.314,57,18,2,54,4.2,ML-Mw
2004,11,8,48.88,35.73,38.3,20,3,19.4,4.9,ML-Mw
2004,11,9,48,34.172,18,2,2,24,4.1,MN-Mw
2004,11,11,56.916,28.461,40.1,20,36,39,4.8,Ms-Mw
2004,11,13,55.408,27.625,,4,35,37,4.3,ML-Mw
2004,11,19,49.32,31.36,43.5,20,11,6.3,4.8,Ms-Mw
2004,11,20,48.794,32.022,10,12,6,8.89,4.9,
2004,11,20,54.068,28.34,43.4,16,49,57.22,4.6,
2004,11,21,47.75,33.23,30.1,21,37,22,5.2,
2004,11,21,47.967,33.329,45,21,45,36.72,5.1,
2004,11,22,51.41,28.05,57,18,36,50.4,4.3,ML-Mw
2004,11,24,57.57,28.1,63.3,15,49,51.6,4.5,ML-Mw
2004,11,26,57.1103,37.3692,,1,40,18,4.3,mb(Zagros)-Mw
2004,11,26,51.572,29.972,10,18,48,23,4.1,MN-Mw
2004,11,30,58.291,28.372,10,13,35,0,4.1,mb(Zagros)-Mw
2004,11,30,53.04,27.99,18.8,22,30,54.6,4.3,Ms-Mw
2004,12,8,57.32,27.71,32.3,10,4,5,5,
2004,12,9,53.83,27.68,15,17,44,19.8,4.1,ML-Mw
2004,12,10,57.63,29.73,18,19,2,54.2,4.1,ML-Mw
2004,12,12,57.8,35.83,25.4,11,20,7.2,4.5,Ms-Mw
2004,12,17,57.7,36.33,11.9,20,8,7.1,4.5,ML-Mw
2004,12,22,50.91,29.57,51,15,55,10.6,4.2,ML-Mw
2004,12,23,57.07,28.53,51.8,11,1,10.3,4.4,ML-Mw
2004,12,28,54.18,28.19,45.8,20,30,13.2,4.4,ML-Mw
2004,12,29,49.13,31.58,31.2,4,50,50.6,4,ML-Mw
2004,12,29,51.17,28.51,10,17,8,8.7,4.1,ML-Mw
2004,12,31,53.315,28.133,10,18,7,40,4.4,MN-Mw
2005,1,1,49.623,36.896,14,1,31,40,4.2,MN-Mw
2005,1,1,53.079,27.852,10,10,14,37,4.3,ML-Mw
2005,1,1,55.08,30.51,17,10,15,0.4,4.1,ML-Mw
2005,1,3,44.279,37.192,10,18,3,24,4.2,MN-Mw
2005,1,4,60.8385,27.7343,33,1,34,42,4.2,mb(Zagros)-Mw
2005,1,8,57.527,30.343,5,20,34,58,4,MN-Mw
2005,1,10,57.772,28.553,10,18,38,33,4.4,ML-Mw
2005,1,13,50.008,30.664,21.4,2,59,26,4.1,MN-Mw
2005,1,13,53.288,35.501,,6,13,7,4.1,MN-Mw
2005,1,13,48.291,33.315,26.2,8,14,27.33,4.5,
2005,1,15,50.51,30.388,11.9,9,5,30,4.6,Ms-Mw
2005,1,15,52.56,28.45,17,19,35,3.2,4,ML-Mw
2005,1,16,46.796,37.845,14,20,33,24,4.4,MN-Mw
2005,1,17,55.026,36.811,14.3,21,38,46,4.1,MN-Mw
2005,1,18,49.687,32.369,21.1,16,46,39,4.9,Ms-Mw
2005,1,20,49.541,30.426,4.8,15,12,9,4.1,MN-Mw
2005,1,24,44.993,32.728,10,9,40,10,4.3,MN-Mw
2005,1,24,51.133,31.701,4.8,9,57,33,4.1,Ms-Mw
2005,1,25,45.932,33.491,14.6,0,3,54,4.4,MN-Mw
2005,1,25,45.8348,33.7634,25,0,4,50,4.4,mb(Zagros)-Mw
2005,1,25,45.883,33.293,9,8,7,19.52,4.8,
2005,1,25,45.69,33.4,12.3,11,39,19,4.9,
2005,1,29,52.971,27.852,16.5,23,45,56,4.6,Ms-Mw
2005,1,30,44.64,38.745,,6,6,51,4.4,MN-Mw
2005,1,30,44.378,38.845,4,10,6,59,4,MN-Mw
2005,1,31,44.7,38.99,5,3,59,53.4,4,ML-Mw
2005,1,31,53.74,26.5,36,6,58,48.9,4.1,ML-Mw
