Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
3.48,-121,35.5,6,1944,12,2,15,9,6.4,0.222,3.39
4.79,-123.8,46.9,0,1944,12,7,4,48,0,0,4.79
3.4,-117.4,38.4,0,1944,12,8,9,20,48,0.333,3.2
3.28,-117.847,33.863,6,1944,12,13,23,51,57.2,0.222,3.19
3.12,-116.602,33.482,4,1944,12,16,15,1,11.1,0.222,3.03
3.05,-117.601,34.232,0,1944,12,22,2,20,16.9,0.222,2.96
4.7,-117.92,36.4,0,1944,12,23,8,16,22,0.14,4.66
3.59,-118.192,37.044,6,1944,12,24,7,25,50.8,0.333,3.39
5.84,-126.75,43.75,0,1944,12,30,22,3,2,0.333,5.64
2.8,-118.253,32.676,6,1945,1,5,6,35,58.4,0,2.8
4.7,-121.2,36.73,0,1945,1,7,22,25,33,0.14,4.66
3.8,-114.9,37.4,0,1945,1,11,11,56,0,0.333,3.6
3.49,-118.301,33.955,0,1945,1,19,5,10,47.9,0.222,3.4
3.22,-116.844,33.419,16,1945,1,23,21,34,14.8,0.222,3.13
3.37,-117.156,34.247,1,1945,1,26,4,23,57.8,0.222,3.28
2.84,-118.607,33.786,5,1945,1,26,22,0,11.3,0.222,2.75
3.79,-120.702,34.162,6,1945,1,27,17,50,33.4,0.222,3.7
5,-122.38,48.24,1,1945,1,28,5,6,0,0.333,4.8
3,-116.182,33.783,6,1945,1,28,14,9,37.2,0.222,2.91
3.64,-116.182,33.116,6,1945,1,30,9,38,56,0.222,3.55
3.11,-116.555,33.535,5,1945,1,30,22,4,29.6,0.222,3.02
3.03,-118.322,32.916,6,1945,2,3,7,36,45,0.222,2.94
2.98,-117.155,34.241,8,1945,2,16,8,15,11.6,0.222,2.89
3.04,-117.95,33.681,6,1945,2,17,20,9,38.4,0.222,2.95
3.22,-116.902,33.701,6,1945,2,23,11,59,43.2,0.222,3.13
3.4,-120.744,35.989,6,1945,2,25,20,18,38.1,0.222,3.31
3.82,-116.187,31.162,6,1945,2,27,9,6,52.5,0.333,3.62
4.25,-116.134,32.028,6,1945,3,1,11,19,58.6,0.05,4.25
3.34,-116.007,32.914,6,1945,3,3,14,13,12.9,0.222,3.25
4,-119.4,39.9,0,1945,3,4,21,0,42,0.14,3.96
3.47,-118.382,37.527,6,1945,3,10,9,13,52.1,0.333,3.27
3.66,-116.223,33.874,6,1945,3,11,0,20,5.7,0.222,3.57
3.13,-117.381,35.17,0,1945,3,12,11,3,15.8,0.222,3.04
2.94,-119.028,34.794,6,1945,3,15,23,34,52.9,0.222,2.85
4.87,-116.141,34.238,6,1945,3,20,21,55,8.2,0.05,4.87
2.82,-118.87,35.074,6,1945,3,22,5,19,1.8,0.222,2.73
4.1,-124.3,40.2,0,1945,3,27,17,6,47,0.14,4.06
4.94,-119.823,34.127,0,1945,4,1,23,43,45.4,0.05,4.94
3.56,-115.545,32.109,6,1945,4,5,8,33,36.1,0.222,3.47
3.44,-116.757,34.001,6,1945,4,6,15,46,46.1,0.222,3.35
3.03,-118.281,32.57,6,1945,4,7,10,36,47.5,0.222,2.94
3.09,-116.165,33.098,6,1945,4,8,9,54,41.9,0.222,3
5,-126,42,0,1945,4,11,11,22,57,0,5
4.27,-116.972,34.364,6,1945,4,18,4,58,3.8,0.05,4.27
4.3,-115.6,31.3,0,1945,4,20,22,32,6,0.222,4.21
4.39,-114.5,32,6,1945,4,22,22,14,1.8,0.222,4.3
2.97,-117.936,36.387,6,1945,4,23,3,3,57.2,0.333,2.77
3.07,-115.549,33.047,6,1945,4,28,11,9,15.8,0.222,2.98
5.65,-121.7,47.4,0,1945,4,29,20,16,17,0.333,5.44
5,-123.5,41.2,0,1945,5,2,19,47,54,0.14,4.96
3.36,-118.062,33.153,6,1945,5,2,23,56,45,0.222,3.27
2.92,-116.669,33.957,6,1945,5,4,21,11,53.7,0.222,2.83
3,-115.999,33.876,0,1945,5,6,10,45,59.2,0.222,2.91
4.4,-118.57,37.5,0,1945,5,8,18,8,46,0.14,4.36
3.66,-117.751,35.409,6,1945,5,11,0,9,56.7,0.222,3.57
5.15,-115.897,30.884,6,1945,5,11,23,32,56.3,0.333,4.95
5.2,-115.6,31.6,0,1945,5,12,7,33,0,0.222,5.11
3.14,-116.263,35.697,6,1945,5,15,18,28,18,0.333,2.94
2.89,-116.778,33.657,5,1945,5,15,21,16,10.5,0.222,2.8
3.12,-116.107,33.198,6,1945,5,16,15,34,38.3,0.222,3.03
4.6,-121.37,36.82,0,1945,5,17,15,6,47,0.14,4.56
4,-118.38,36.2,0,1945,5,18,9,44,40,0.14,3.96
6.2,-126.5,40.25,0,1945,5,19,15,7,4,0.333,6
3.15,-117.978,33.738,4,1945,5,29,14,4,58.1,0.222,3.06
3.2,-117.587,33.967,0,1945,5,30,9,29,9.1,0.222,3.11
3.33,-116.13,33.19,0,1945,6,1,21,20,17.1,0.222,3.24
3.79,-117.243,35.095,6,1945,6,2,6,10,15.3,0.222,3.7
3.12,-120.435,33.89,6,1945,6,11,3,54,56.1,0.222,3.03
5,-117.5,37.08,0,1945,6,14,3,30,13,0.14,4.96
3.27,-116.995,34.039,13,1945,6,17,9,3,20.4,0.222,3.18
2.92,-116.188,33.052,6,1945,6,27,23,22,6,0.222,2.83
3.06,-115.971,33.394,6,1945,6,29,2,36,50,0.222,2.97
3.27,-116.512,33.455,6,1945,7,9,13,53,2.7,0.222,3.18
4,-121.25,35.67,0,1945,7,11,16,13,0,0.14,3.96
3.41,-116.596,34.402,6,1945,7,23,4,26,30.8,0.222,3.32
3.38,-118.972,34.979,6,1945,7,25,0,8,12.7,0.222,3.29
2.9,-118.855,36.104,6,1945,7,26,10,10,57.4,0.222,2.81
3.24,-120.508,34.153,6,1945,7,28,2,33,46.7,0.222,3.15
3.31,-116.232,32.585,6,1945,8,6,15,18,30.9,0.222,3.22
3.14,-119.441,37.047,6,1945,8,11,11,14,58.4,0.222,3.05
4.27,-116.844,30.775,6,1945,8,14,2,20,7.2,0.333,4.07
5.77,-115.631,33.082,6,1945,8,15,17,56,18.3,0.05,5.77
2.9,-116.447,34.274,6,1945,8,17,17,56,54.5,0.222,2.81
4.2,-118.58,37.42,0,1945,8,17,20,21,14,0.14,4.16
3.26,-116.419,32.961,6,1945,8,19,7,16,24.6,0.222,3.17
4.5,-121.8,37.27,0,1945,8,27,9,13,4,0.14,4.46
3.1,-119.077,35.455,6,1945,9,4,4,45,3.4,0.222,3.01
4.2,-118.12,37.33,0,1945,9,4,11,13,56,0.14,4.16
3.24,-119.661,34.346,17,1945,9,4,12,38,32,0.222,3.15
4.2,-120.75,35.83,0,1945,9,7,11,34,20,0.14,4.16
4.24,-116.765,33.992,6,1945,9,7,15,34,24.5,0.05,4.24
3.39,-116.785,36.363,6,1945,9,11,2,1,5.5,0.333,3.19
5.1,-116.5,40.6,0,1945,9,18,21,39,0,0,5.1
3.67,-116.857,33.529,6,1945,9,22,9,5,42.4,0.222,3.58
5.5,-114.3,48,0,1945,9,23,9,57,48,0,5.5
6.13,-126.7,41.9,0,1945,9,28,22,24,5,0.333,5.93
6.04,-126,42,0,1945,9,28,22,24,10,0.333,5.84
3.12,-116.185,33.142,6,1945,10,2,2,20,32.9,0.222,3.03
3.07,-116.374,33.972,6,1945,10,3,4,26,58,0.222,2.98
3.62,-121.631,34.603,6,1945,10,11,3,41,17.7,0.222,3.53
4.3,-124.7,40.7,0,1945,10,22,19,26,6,0.14,4.26
3.53,-117.207,34.183,2,1945,10,31,20,41,56.8,0.222,3.44
4.2,-121.25,36.63,0,1945,11,3,15,50,22,0.14,4.16
5,-122.5,48,1,1945,11,12,4,5,0,0.333,4.8
3.55,-118.903,35.359,6,1945,11,14,14,43,33.1,0.222,3.46
3.5,-116.216,33.233,6,1945,11,15,2,56,32.1,0.222,3.41
5,-111.987,38.765,0,1945,11,18,1,15,0,0,5
3.46,-116.059,31.781,6,1945,11,19,4,35,22.6,0.222,3.37
2.99,-119.198,35.276,6,1945,12,1,4,56,40.2,0.222,2.9
3.8,-118.05,38.15,0,1945,12,8,21,55,53,0.333,3.6
2.82,-116.714,33.501,5,1945,12,20,10,39,29.8,0.222,2.73
3.38,-117.267,32.683,14,1946,1,1,23,56,32,0.222,3.29
2.85,-116.745,34.093,6,1946,1,11,20,23,53,0.222,2.76
4.7,-118.65,37.32,0,1946,1,13,16,31,15,0.14,4.66
3.64,-117.953,34.43,0,1946,1,13,17,12,59.6,0.222,3.55
5.1,-117.25,40.5,0,1946,1,15,22,31,56,0,5.1
3.55,-118.978,34.893,6,1946,1,17,12,21,42.7,0.222,3.46
2.86,-116.696,33.974,6,1946,1,26,14,34,38.3,0.222,2.77
2.83,-115.914,34.116,6,1946,2,1,7,45,10.8,0.222,2.74
3.35,-116.487,33.476,2,1946,2,5,16,4,35.3,0.222,3.26
4.2,-121,36.5,0,1946,2,10,11,1,19,0.14,4.16
3.68,-117.347,34.902,6,1946,2,13,10,18,39.8,0.222,3.59
2.82,-119.204,34.89,6,1946,2,13,21,2,1,0.222,2.73
6.4,-122.9,47.3,50,1946,2,15,3,14,50,0.222,6.31
5,-122.27,46.87,1,1946,2,15,12,17,0,0.333,4.8
3.45,-116.25,31.924,6,1946,2,20,8,30,36.2,0.222,3.36
2.8,-118.106,34.102,11,1946,2,20,13,11,39.6,0.222,2.71
3.88,-117.83,34.323,22,1946,2,24,6,7,55.4,0.222,3.79
4.1,-120.3,38.7,0,1946,3,5,14,4,27,0.14,4.06
3.72,-117.769,31.405,6,1946,3,7,19,13,2.9,0.333,3.52
2.87,-116.718,33.961,6,1946,3,9,15,35,14.8,0.222,2.78
2.82,-116.332,34.497,6,1946,3,11,18,45,59.2,0.222,2.73
6.3,-117.944,35.702,6,1946,3,15,13,49,37,0.06,6.3
5.32,-118.098,39.769,6,1946,3,17,14,45,40.5,0.333,5.12
5,-117.9,38.3,0,1946,3,17,14,45,53,0.14,4.96
3.22,-118.934,35.608,6,1946,3,27,11,16,57.8,0.222,3.13
3.09,-116.721,34.447,6,1946,3,30,22,40,48,0.222,3
3.28,-116.442,33.337,1,1946,3,31,13,52,20.6,0.222,3.19
2.8,-117.471,34.237,0,1946,4,1,16,9,26.4,0.222,2.71
4.04,-116.247,31.353,6,1946,4,8,19,45,18.8,0.333,3.84
2.95,-115.601,33.65,6,1946,4,13,14,40,0.5,0.222,2.86
3.44,-116.369,34.088,6,1946,4,15,1,58,26.6,0.222,3.35
3.04,-116.325,34.463,6,1946,4,16,2,28,30,0.222,2.95
3.23,-117.229,33.958,16,1946,4,19,15,55,15.5,0.222,3.14
2.92,-119.028,33.913,6,1946,4,27,8,45,43.5,0.222,2.83
3.18,-116.717,34.015,6,1946,4,28,3,55,32.1,0.222,3.09
2.88,-119.456,33.963,6,1946,4,29,17,17,56.5,0.222,2.79
4,-118,37.08,0,1946,5,1,17,30,10,0.14,3.96
4.6,-121.6,37.68,0,1946,5,2,1,26,12,0.14,4.56
3.07,-117.009,34.33,6,1946,5,8,18,40,14.5,0.222,2.98
3.51,-117.289,33.892,6,1946,5,9,0,14,1.8,0.222,3.42
3.17,-116.161,34.011,6,1946,5,12,2,46,51.9,0.222,3.08
3.64,-118.071,37.501,6,1946,5,14,0,28,35.8,0.333,3.44
3.26,-118.378,37.539,6,1946,5,14,2,34,30.5,0.333,3.06
3.38,-117.14,31.775,6,1946,5,14,18,59,3.2,0.222,3.29
4.1,-118.83,37.37,0,1946,5,18,3,55,0,0.14,4.06
3.3,-119.982,35.964,6,1946,5,21,6,4,41.4,0.222,3.21
4.5,-121.42,36.77,0,1946,5,29,17,51,3,0.14,4.46
3.71,-119.009,33.925,6,1946,6,1,11,6,32,0.222,3.62
4.7,-115.704,33.986,6,1946,6,4,12,5,26.6,0.06,4.69
3.16,-116.786,33.97,6,1946,6,9,14,39,52.5,0.222,3.07
3.14,-116.19,32.592,6,1946,6,14,19,12,18.4,0.222,3.05
4.75,-116.259,32.207,32,1946,6,15,19,46,50.8,0.06,4.74
4.13,-114.955,31.12,6,1946,6,16,0,39,28.7,0.333,3.93
7.3,-125.34,49.76,30,1946,6,23,17,13,19,0.333,7.1
2.85,-116.829,33.684,11,1946,6,24,17,10,14.2,0.222,2.76
3.39,-118.895,34.649,6,1946,6,26,13,18,15.9,0.222,3.3
3.47,-117.363,33.86,7,1946,6,27,3,16,38.6,0.222,3.38
3.21,-117.761,34.032,0,1946,7,2,7,28,36.2,0.222,3.12
3.36,-116.303,34.217,6,1946,7,3,0,16,46.7,0.222,3.27
2.84,-117.086,34.272,6,1946,7,4,15,55,58.8,0.222,2.75
3.19,-118.233,37.714,6,1946,7,5,10,44,34.2,0.333,2.99
5,-121.5,40.5,0,1946,7,7,6,55,15,0.14,4.96
3.29,-120.984,34.388,6,1946,7,8,19,59,41.5,0.222,3.2
5.51,-115.915,34.502,6,1946,7,18,14,27,57.9,0.06,5.5
4.08,-119.145,35.136,6,1946,7,24,0,19,9.5,0.05,4.08
3,-116.554,33.148,1,1946,7,26,17,8,42.5,0.222,2.91
3.96,-115.741,31.346,6,1946,8,4,11,42,30.3,0.333,3.76
2.83,-120.503,34.261,6,1946,8,6,4,55,8.9,0,2.83
4.2,-119.28,38.17,0,1946,8,8,10,5,14,0.14,4.16
2.99,-118.179,33.425,6,1946,8,10,18,21,33.9,0.222,2.9
3.01,-117.828,36.471,6,1946,8,10,21,28,31.9,0.333,2.81
3.06,-119.557,34.285,15,1946,8,12,12,49,34.6,0.222,2.97
3.27,-117.42,35.044,6,1946,8,12,23,8,29.4,0.222,3.18
3.73,-116.341,33.845,6,1946,8,15,19,1,12.8,0.222,3.64
3.39,-116.039,33.558,6,1946,8,18,2,9,59.3,0.222,3.3
3.12,-117.638,34.342,6,1946,8,18,9,58,0.4,0.222,3.03
2.96,-116.729,34.008,6,1946,8,19,12,8,7.7,0.222,2.87
2.94,-117.792,33.94,14,1946,8,23,19,18,54.6,0.222,2.85
2.85,-117.438,34.15,9,1946,8,28,6,40,53.9,0.222,2.76
3.18,-119.796,34.011,6,1946,9,3,2,8,47.7,0.222,3.09
2.83,-117.325,34.17,6,1946,9,10,23,55,23.8,0,2.83
3.16,-119.738,35.88,6,1946,9,19,6,35,45.6,0.222,3.07
2.96,-116.211,33.851,6,1946,9,26,6,36,43.5,0.222,2.87
4.87,-116.867,33.935,13,1946,9,28,7,19,10.4,0.05,4.87
2.92,-119.204,35.046,6,1946,9,29,14,20,41.5,0.222,2.83
3.45,-117.538,35.073,6,1946,10,4,4,32,44.9,0.222,3.36
2.9,-119.546,34.197,0,1946,10,11,20,23,46.7,0.222,2.81
2.8,-119.862,34.301,12,1946,10,24,18,26,51.2,0.222,2.71
3.55,-116.847,33.417,16,1946,10,28,22,2,39.1,0.222,3.46
2.8,-116.214,34.036,6,1946,11,5,9,25,52.6,0.222,2.71
3.23,-116.401,33.172,6,1946,11,10,5,12,13.7,0.222,3.14
3.46,-116.004,33.176,6,1946,11,17,23,54,10.2,0.222,3.37
2.93,-117.971,33.616,6,1946,11,22,8,19,11.9,0.222,2.84
2.91,-120.652,34.625,6,1946,11,22,9,48,7.4,0.222,2.82
3.77,-117.78,36.569,6,1946,11,24,21,30,16.9,0.333,3.57
3.1,-119.04,35.001,6,1946,11,25,21,1,3.8,0.222,3.01
3.16,-118.22,32.602,6,1946,11,25,23,49,53.8,0.222,3.07
4.3,-120.92,35.5,0,1946,11,27,14,44,51,0.14,4.26
3.09,-116.102,31.877,6,1946,12,3,6,0,41.7,0.222,3
4.1,-117.3,37.3,0,1946,12,7,2,2,29,0.14,4.06
4.14,-114.4,48.4,0,1946,12,11,13,9,0,0,4.14
3.46,-119.596,34.196,16,1946,12,13,0,40,2.2,0.222,3.37
4.7,-124.6,40.3,0,1946,12,18,14,20,28,0.14,4.66
2.99,-117.611,33.974,3,1946,12,25,19,38,1.7,0.222,2.9
2.9,-118.299,33.403,6,1946,12,29,7,18,48.6,0.222,2.81
3.34,-118.174,37.25,0,1947,1,7,17,28,40.7,0.333,3.14
2.84,-117.09,34.257,6,1947,1,7,18,47,37.8,0.222,2.75
3.14,-118.024,33.651,6,1947,1,9,2,20,36.1,0.222,3.05
2.85,-115.792,33.835,6,1947,1,9,22,28,19.6,0.222,2.76
4.4,-118.43,37.6,0,1947,1,11,11,57,48,0.14,4.36
2.98,-120.797,34.622,6,1947,1,18,12,0,56.4,0.222,2.89
3.15,-116.238,33.12,6,1947,1,22,12,12,48.5,0.222,3.06
3.45,-115,31,6,1947,1,29,10,5,29.7,0.333,3.25
3.41,-118.356,35.242,6,1947,2,1,13,30,51.6,0.222,3.32
3.04,-118.886,35.022,6,1947,2,3,10,11,51.1,0.222,2.95
5,-120.65,36.23,0,1947,2,5,6,14,0,0.14,4.96
3.14,-118.792,35.502,6,1947,2,12,13,33,1,0.222,3.05
2.85,-117.036,34.219,6,1947,2,12,17,2,37.5,0.222,2.76
3.75,-118.483,38.325,6,1947,2,20,19,45,1.8,0.333,3.55
2.91,-118.338,33.271,6,1947,2,22,22,18,49.5,0.222,2.82
2.83,-115.895,33.619,6,1947,2,25,1,15,24.4,0.222,2.74
2.89,-115.867,32.724,6,1947,2,25,1,52,22.5,0.222,2.8
2.9,-115.944,33.215,6,1947,2,25,2,58,36.2,0.222,2.81
2.91,-117.059,35.206,6,1947,3,2,16,9,1.8,0.222,2.82
3.08,-116.397,33.925,6,1947,3,4,4,31,19.5,0.222,2.99
2.96,-116.757,34.285,6,1947,3,11,5,50,5.7,0.222,2.87
4.79,-113.5,47.2,0,1947,3,14,18,0,0,0,4.79
3.03,-116.379,34.899,6,1947,3,18,23,4,44.2,0.222,2.94
3.68,-115.425,32.959,6,1947,3,21,19,39,42.7,0.222,3.59
3.29,-115.541,32.662,6,1947,3,21,19,57,14.1,0.222,3.2
4,-121.004,34.573,6,1947,3,27,9,16,50.8,0.06,3.99
4.28,-115.101,32.56,6,1947,4,2,15,15,35.4,0.06,4.27
4.9,-115,31.5,6,1947,4,6,8,10,55.7,0.333,4.7
2.94,-115.98,33.755,6,1947,4,6,12,15,5.4,0.222,2.85
3.1,-116.167,32.867,6,1947,4,10,6,26,44.9,0.222,3.01
6.5,-116.531,34.983,6,1947,4,10,15,58,5.1,0.06,6.49
3.81,-115.55,34.967,6,1947,4,10,17,29,27,0.333,3.61
2.87,-116.631,34.122,6,1947,4,11,11,53,8.8,0.222,2.78
3.36,-115.93,32.938,6,1947,4,15,2,35,28.8,0.222,3.27
3.24,-116.207,33.263,6,1947,4,21,6,8,21.4,0.222,3.15
3,-118.325,33.26,6,1947,4,26,19,27,46.5,0.222,2.91
3.06,-119.52,34.269,6,1947,4,29,7,44,50.6,0.222,2.97
4.2,-120.3,39.6,0,1947,5,10,8,10,42,0.14,4.16
4.66,-116.192,34.306,6,1947,5,11,5,6,20.9,0.06,4.65
3.4,-114.5,34.75,6,1947,5,14,21,45,32.2,0.333,3.2
3.98,-116.019,31.226,6,1947,5,18,0,25,32.4,0.333,3.78
3.39,-116.972,33.383,6,1947,5,19,5,28,13.1,0.222,3.3
2.92,-117.566,34.055,0,1947,5,21,5,17,18.8,0.222,2.83
3.44,-116.449,33.123,6,1947,5,23,11,58,17,0.222,3.35
3.13,-116.517,34.092,6,1947,6,3,16,19,42.2,0.222,3.04
3.51,-116.404,33.942,6,1947,6,17,23,32,43,0.222,3.42
4.77,-116.127,30.958,6,1947,6,21,8,9,30.2,0.333,4.57
4.7,-121.77,37,0,1947,6,22,23,30,0,0.14,4.66
3.6,-117.159,34.232,6,1947,6,23,16,5,25.7,0.222,3.51
3.63,-119.409,34.318,1,1947,6,25,20,55,52,0.222,3.54
4.3,-121.42,36.77,0,1947,7,7,4,40,0,0.14,4.26
4,-119.92,35.92,0,1947,7,14,5,40,6,0.14,3.96
3.51,-119.265,33.767,6,1947,7,23,9,41,0.2,0.222,3.42
4.05,-119.765,33.265,6,1947,7,24,16,53,59.2,0.222,3.96
5.3,-116.481,33.994,6,1947,7,24,22,10,46.8,0.06,5.29
2.81,-116.525,33.481,6,1947,7,28,12,56,40.4,0.222,2.72
4.4,-125.7,40.7,0,1947,7,31,8,16,0,0.222,4.31
3.39,-116.21,35.833,6,1947,8,16,7,53,20.8,0.333,3.19
3.69,-116.135,32.67,6,1947,8,31,2,20,18.4,0.222,3.6
2.89,-116.63,33.058,6,1947,9,2,17,18,12.9,0.222,2.8
4.7,-120.2,39.3,0,1947,9,8,7,13,0,0.14,4.66
3.89,-115,38,6,1947,9,23,6,19,24.2,0.333,3.69
3.5,-116,37.15,16,1947,9,23,6,20,40,0.333,3.3
5.3,-125.2,40.4,0,1947,9,23,13,52,55,0.14,5.26
4.7,-115.4,44.3,0,1947,9,25,1,34,30,0.333,4.5
4.4,-120.6,40.3,0,1947,9,27,7,40,0,0.14,4.36
3.14,-116.061,32.931,6,1947,9,28,17,1,32.9,0.222,3.05
3.24,-115.437,32.713,6,1947,9,30,13,6,46.4,0.222,3.15
3.6,-116,36.7,16,1947,10,9,8,36,48,0.333,3.4
3.63,-118.705,33.945,6,1947,10,13,7,25,10.3,0.222,3.54
3.63,-115.723,32.713,6,1947,10,25,10,55,23.6,0.222,3.54
3.15,-117.042,34.497,6,1947,10,25,19,20,38.7,0.222,3.06
2.89,-118.927,34.586,6,1947,10,28,5,15,3.2,0.222,2.8
4.79,-106.3,35.2,0,1947,11,6,16,50,0,0,4.79
3.05,-117.197,34.005,6,1947,11,8,3,2,9,0.222,2.96
4.1,-122.12,36.78,0,1947,11,15,22,29,36,0.14,4.06
4.96,-119.457,33.172,6,1947,11,18,21,59,5.8,0.1,4.94
2.91,-116.128,32.862,6,1947,11,19,0,19,59.7,0.222,2.82
6.13,-111.713,44.82,5,1947,11,23,9,46,3.3,0.333,5.93
3.56,-120.947,35.979,6,1947,12,18,19,30,9.7,0.222,3.47
3.24,-117.385,36.347,6,1947,12,19,2,36,42.7,0.333,3.04
3.6,-120.817,36.552,6,1947,12,24,7,36,56.9,0.222,3.51
2.91,-115.831,33.951,6,1947,12,26,10,29,23.5,0.222,2.82
3.36,-116.428,33.321,2,1948,1,5,17,55,7.1,0.222,3.27
3.24,-116.12,33.712,6,1948,1,6,21,9,43.4,0.222,3.15
4.3,-121.48,36.43,0,1948,1,11,5,37,28,0.14,4.26
3.83,-115.824,32.915,6,1948,1,12,1,19,12.3,0.222,3.74
2.9,-115.978,33.148,6,1948,1,12,10,0,56.4,0.222,2.81
3.04,-119.808,34.275,4,1948,2,1,17,0,59.8,0.222,2.95
3.41,-120.9,34.126,6,1948,2,3,23,35,52.7,0.222,3.32
3.42,-117.476,34.262,6,1948,2,5,20,44,35.5,0.222,3.33
2.91,-119.197,34.997,6,1948,2,6,6,28,46.6,0.222,2.82
4.2,-117.9,37.22,0,1948,2,6,13,14,13,0.14,4.16
2.87,-116.132,32.983,6,1948,2,6,23,36,26.9,0.222,2.78
3.3,-115.371,32.752,6,1948,2,10,4,14,46.2,0.222,3.21
3.74,-116.107,33.683,6,1948,2,10,22,24,34.9,0.222,3.65
4.9,-118.835,36.056,6,1948,2,11,3,29,29,0.1,4.88
2.83,-119.042,34.351,6,1948,2,13,21,27,16,0.222,2.74
3.44,-120.538,35.833,6,1948,2,15,8,4,6.3,0.222,3.35
4.8,-124.9,41,0,1948,2,19,8,25,9,0.14,4.76
3.6,-118.217,33.917,16,1948,2,20,4,21,24,0.222,3.51
5,-111,43.5,0,1948,2,24,2,39,0,0,5
3.27,-117.526,34.006,2,1948,2,24,3,3,40,0.222,3.18
5.13,-118.55,32.5,16,1948,2,24,8,15,10,0.222,5.04
4.6,-117.474,34.266,3,1948,3,1,8,12,13.5,0.1,4.58
2.8,-119.665,34.799,6,1948,3,2,9,2,57.2,0.222,2.71
2.82,-117.97,33.715,6,1948,3,3,19,32,54.5,0.222,2.73
3.39,-115.432,32.943,6,1948,3,4,9,0,28.7,0.222,3.3
3.19,-115.888,32.856,6,1948,3,6,9,11,47.2,0.222,3.1
3.15,-116.601,33.182,6,1948,3,7,12,42,50.9,0.222,3.06
2.89,-119.802,34.565,6,1948,3,10,23,24,35.4,0.222,2.8
3.6,-119.416,31.41,6,1948,3,14,22,55,35.8,0.333,3.4
3.08,-115.591,33.149,6,1948,3,17,0,2,26.4,0.222,2.99
2.81,-119.741,34.245,6,1948,3,18,9,35,6.6,0.222,2.72
2.88,-119.523,35.098,6,1948,3,20,2,24,55.2,0.222,2.79
3.17,-119.208,35.186,6,1948,3,23,11,59,20.9,0.222,3.08
3.04,-116.339,32.728,6,1948,3,25,19,39,18.9,0.222,2.95
4.6,-119.9,39,0,1948,3,28,18,26,20,0.14,4.56
4.6,-121.57,36.85,0,1948,3,28,22,38,3,0.14,4.56
3.3,-116.771,34.104,6,1948,3,30,16,25,37.2,0.222,3.21
3.35,-118.996,34.851,6,1948,4,3,15,0,59.1,0.222,3.26
2.82,-117.342,33.638,6,1948,4,5,10,28,48.1,0.222,2.73
4.55,-118.985,33.9,6,1948,4,16,22,26,25.3,0.06,4.54
3,-116.28,33.236,6,1948,4,18,2,12,59.4,0.222,2.91
2.96,-116.483,34.046,6,1948,4,18,7,33,56.8,0.222,2.87
2.9,-118.961,35.351,6,1948,4,20,10,3,46.5,0.222,2.81
3.64,-120.879,34.075,6,1948,4,23,15,23,46.3,0.222,3.55
2.94,-116.185,32.63,6,1948,4,23,15,23,57.1,0.222,2.85
3.3,-116.732,33.947,6,1948,4,29,21,45,1.2,0.222,3.21
4.07,-115.014,31.813,6,1948,5,2,0,26,5,0.222,3.98
2.92,-119.866,34.318,3,1948,5,5,6,47,5.3,0.222,2.83
3.46,-116.377,34.231,6,1948,5,5,17,19,56.8,0.222,3.37
3.7,-117.031,31.89,6,1948,5,10,3,49,24.2,0.222,3.61
3.39,-115.779,32.175,6,1948,5,15,12,27,1.1,0.222,3.3
3.61,-117.954,33.693,6,1948,5,24,10,38,23.7,0.222,3.52
3.44,-116.243,33.212,6,1948,5,26,5,20,30.2,0.222,3.35
4,-117.87,35.733,6,1948,5,26,19,35,12.1,0.06,3.99
3.07,-116.296,33.805,6,1948,5,27,23,23,22.8,0.222,2.98
2.95,-118.188,35.61,6,1948,5,29,0,42,8.7,0.222,2.86
4.58,-115.218,30.786,6,1948,6,4,7,26,59.1,0.333,4.38
3.76,-115.464,31.292,6,1948,6,5,22,55,3,0.333,3.56
4.2,-118.7,37.2,0,1948,6,7,15,5,22,0.14,4.16
3.86,-118.419,37.62,6,1948,6,16,12,36,35.9,0.333,3.66
3.42,-117.804,36.118,0,1948,6,17,0,53,49.7,0.333,3.22
3.8,-123.28,39.07,0,1948,6,18,10,35,0,0.222,3.71
3.34,-116.451,33.414,1,1948,6,20,21,29,50,0.222,3.25
3.1,-116.298,33.035,6,1948,6,24,3,43,54.7,0.222,3.01
3.58,-117.68,33.493,13,1948,6,24,18,6,9.6,0.222,3.49
3.05,-117.597,34.016,5,1948,6,25,22,12,23.9,0.222,2.96
2.93,-116.998,33.527,4,1948,7,2,7,50,22.9,0.222,2.84
3.78,-115.876,33.05,6,1948,7,4,18,44,24.8,0.222,3.69
3.43,-120.769,34.6,6,1948,7,14,11,5,41.2,0.222,3.34
3.12,-117.699,35.79,6,1948,7,15,5,32,50.7,0.333,2.92
3.3,-120.131,34.376,5,1948,7,17,5,26,32.5,0.222,3.21
3.67,-117.817,34.086,3,1948,7,18,1,3,49.9,0.222,3.58
3.09,-115.874,31.747,6,1948,7,18,10,22,7.4,0,3.09
2.85,-118.889,35.02,6,1948,7,20,9,35,43.6,0.222,2.76
4.42,-118.114,35.586,6,1948,7,26,17,50,1.8,0.06,4.41
3.19,-116.842,33.548,6,1948,7,27,20,1,55.2,0.222,3.1
