Mw,Longitude,Latitude,Depth_km,Year,Month,Day,Hour,Minute,Second,Sigma_m,Mwe
2.83,-118.868,33.707,6,1948,7,29,8,34,15.2,0.222,2.74
3.41,-120.877,34.218,6,1948,7,29,13,16,25.2,0.222,3.32
3.46,-116.765,34.271,6,1948,7,30,17,24,55.6,0.222,3.37
3.53,-120.543,35.912,6,1948,8,4,10,21,57.1,0.222,3.44
2.86,-116.293,33.98,6,1948,8,5,16,30,56,0.222,2.77
4.3,-118.58,37.45,0,1948,8,6,4,22,57,0.14,4.26
3.42,-117.853,38.549,6,1948,8,6,23,19,4.3,0.333,3.22
3.04,-116.392,33.965,6,1948,8,16,15,39,19.2,0.222,2.95
5,-124.7,40.5,0,1948,8,18,19,11,57,0.14,4.96
3.04,-115.947,32.87,6,1948,8,22,10,5,13.2,0.222,2.95
4,-120.8,39.6,0,1948,8,27,20,59,45,0.14,3.96
3.29,-119.162,33.262,6,1948,8,27,23,35,4,0.222,3.2
2.95,-117.401,34.172,11,1948,8,28,13,32,0.5,0.222,2.86
3.4,-116.55,36.8,16,1948,8,29,11,25,57,0.333,3.2
4.19,-116,37.5,6,1948,8,30,19,2,12.3,0.333,3.99
4,-116.17,36.55,0,1948,8,30,19,2,21,0.14,3.96
3.95,-119.631,34.169,6,1948,9,3,23,42,25.1,0.222,3.86
4,-124.27,40.25,0,1948,9,8,4,28,13,0.14,3.96
3.46,-118.029,37.451,6,1948,9,9,3,28,21.7,0.333,3.26
2.9,-119.388,36.742,6,1948,9,11,12,17,40.3,0.222,2.81
3.03,-116.72,33.995,6,1948,9,11,22,3,13,0.222,2.94
3.77,-116.425,34.073,6,1948,9,18,23,54,16.9,0.222,3.68
5,-122.59,47.85,1,1948,9,24,22,35,0,0.333,4.8
4.13,-118.834,35.518,6,1948,9,29,4,6,49.2,0.06,4.12
3.04,-119.097,34.224,6,1948,9,30,20,49,19.7,0.222,2.95
3.6,-116.45,36.833,16,1948,10,1,1,11,21,0.333,3.4
3.17,-115.65,33.613,6,1948,10,1,14,4,26.5,0.222,3.08
3.79,-117.538,34.263,5,1948,10,3,2,46,29.1,0.222,3.7
3.72,-119.03,33.911,6,1948,10,4,14,22,10.1,0.222,3.63
3.01,-117.368,33.822,0,1948,10,6,20,17,42.2,0.222,2.92
2.85,-117.83,35.661,6,1948,10,12,17,59,30.7,0.222,2.76
3,-118.868,32.771,6,1948,10,13,12,5,45,0.222,2.91
2.83,-118.964,34.708,6,1948,10,22,6,13,2,0.222,2.74
3.34,-120.535,33.916,6,1948,10,29,3,5,1.3,0.222,3.25
3.26,-117.165,34.248,6,1948,10,29,23,59,8.7,0.222,3.17
4.79,-114.78,35.98,0,1948,11,2,16,48,8,0,4.79
3.29,-115.505,32.865,6,1948,11,6,20,47,1.5,0.222,3.2
3.54,-116.436,34.322,6,1948,11,12,0,25,0.3,0.222,3.45
3.8,-119.8,39.55,0,1948,11,13,12,59,35,0.333,3.6
3.17,-116.367,33.05,6,1948,11,22,9,48,1,0.222,3.08
3.23,-117.861,35.727,6,1948,11,27,22,5,37.7,0.222,3.14
3.06,-119.763,34.304,0,1948,12,4,6,44,21,0.222,2.97
6,-116.331,33.983,6,1948,12,4,23,43,16.4,0.07,5.99
4.1,-123.6,40.4,0,1948,12,5,17,29,22,0.14,4.06
3.09,-115.513,33.105,6,1948,12,10,22,28,31.1,0.222,3
3.02,-117.092,34.263,0,1948,12,11,1,54,56.4,0.222,2.93
3.44,-116.301,33.198,6,1948,12,11,10,48,0.9,0.222,3.35
3,-119.9,39.9,0,1948,12,18,2,19,40,0.333,2.8
3.16,-115.28,32.312,6,1948,12,26,4,8,53.6,0.222,3.07
3.97,-116.543,33.488,6,1948,12,28,12,53,41.9,0.222,3.88
6,-120.08,39.55,0,1948,12,29,12,53,28,0.14,5.96
4.6,-121.4,35.67,0,1948,12,31,14,35,46,0.14,4.56
2.87,-117.457,35.499,6,1948,12,31,23,39,59.3,0.222,2.78
4.5,-119,38.7,0,1949,1,2,22,3,54,0.14,4.46
3.5,-118.395,38.046,6,1949,1,4,21,8,31.8,0.333,3.3
2.83,-116.114,33.198,6,1949,1,7,7,29,23.2,0.222,2.74
3,-118.883,32.495,6,1949,1,8,17,54,39.4,0.222,2.91
2.9,-117.151,34.098,6,1949,1,8,19,8,45.2,0.222,2.81
2.92,-117.45,35.07,6,1949,1,15,6,35,27.4,0.222,2.83
3,-116.966,33.427,6,1949,1,22,21,15,17,0.222,2.91
2.91,-119.027,34.781,6,1949,1,23,4,38,45.1,0.222,2.82
3.24,-120.95,34.568,6,1949,1,25,4,29,5,0.222,3.15
3.2,-116.92,36.37,16,1949,1,28,10,6,23,0.333,3
3.49,-116.144,33.251,6,1949,1,30,14,39,39.3,0.222,3.4
2.86,-117.767,33.854,6,1949,2,1,11,59,21.4,0.222,2.77
2.88,-118.681,33.922,6,1949,2,9,18,7,50.6,0.222,2.79
3.05,-116.476,33.07,6,1949,2,10,23,16,8.9,0.222,2.96
3.99,-117.135,31.878,6,1949,2,11,9,57,25.2,0.222,3.9
5.6,-117.75,37.08,0,1949,2,11,21,5,24,0.14,5.56
2.85,-117.03,32.784,6,1949,2,12,0,34,13.5,0.222,2.76
3.53,-115.957,31.711,6,1949,2,24,7,13,29.4,0.222,3.44
3.89,-118.458,37.557,6,1949,2,26,8,30,7.9,0.333,3.69
4.8,-125.2,41.2,0,1949,2,27,13,35,47,0.14,4.76
4.79,-111.8,40.7,0,1949,3,7,6,50,0,0,4.79
5.2,-121.48,37.02,0,1949,3,9,12,28,39,0.14,5.16
2.83,-116.752,33.193,6,1949,3,9,19,13,45.9,0.222,2.74
4.8,-117,45.5,0,1949,3,15,20,53,11,0,4.8
3.92,-116.297,33.015,6,1949,3,16,18,0,29.6,0.222,3.83
4.9,-111,44.5,0,1949,3,24,17,9,55,0,4.9
5.9,-126,41.3,0,1949,3,24,20,56,56,0.333,5.7
2.94,-117.789,35.674,6,1949,3,26,19,13,50,0.333,2.74
5.8,-126,42,0,1949,3,28,19,43,16,0,5.8
3.12,-120.789,34.855,6,1949,4,6,14,7,32,0.222,3.03
3.41,-120.829,34.533,6,1949,4,8,13,17,3.6,0.222,3.32
3.91,-116.484,33.375,0,1949,4,13,7,53,38.1,0.222,3.82
4.9,-118.6,37.3,0,1949,4,13,7,58,25,0.14,4.86
6.9,-122.95,47.13,54,1949,4,13,19,55,41,0.222,8.81
2.88,-119.546,34.259,4,1949,4,14,1,46,13.4,0.222,2.79
2.9,-119.133,35.007,6,1949,4,21,7,12,23.7,0.222,2.81
2.88,-118.827,34.013,0,1949,4,23,15,18,11.7,0.222,2.79
5.69,-115.696,34,6,1949,5,2,11,25,46.9,0.1,5.67
3.53,-115.447,34.566,6,1949,5,3,21,10,20.1,0.333,3.33
4.1,-124.3,40.4,0,1949,5,4,1,34,3,0.14,4.06
3.46,-116.027,33.524,6,1949,5,5,10,30,32,0.222,3.37
3.5,-121.1,34.23,6,1949,5,6,4,23,46,0.222,3.41
4.3,-124.7,40.7,0,1949,5,13,2,19,34,0.14,4.26
2.82,-117.766,35.277,6,1949,5,13,6,4,34.9,0.222,2.73
3.62,-118.174,33.966,2,1949,5,13,10,18,31.1,0.222,3.53
3.32,-120.487,34.212,6,1949,5,16,3,1,5.4,0.222,3.23
3.32,-116.183,32.497,6,1949,5,16,9,33,18.4,0.222,3.23
3.13,-118.414,35.753,6,1949,5,18,5,57,4.8,0.222,3.04
3.07,-117.871,35.717,6,1949,5,18,9,11,21,0.222,2.98
3.07,-117.642,35.866,6,1949,5,27,4,22,34.3,0.333,2.87
3.48,-115.932,33.145,21,1949,5,27,23,47,1.4,0.222,3.39
3.52,-116.485,32.135,6,1949,5,29,9,10,3.3,0.222,3.43
3.38,-117.239,36.081,6,1949,6,14,4,54,12,0.333,3.18
3.53,-116.768,36.196,6,1949,6,16,6,24,30.3,0.333,3.33
3.02,-119.323,34.023,6,1949,6,19,6,31,54.7,0.222,2.93
3.01,-117.376,32.713,15,1949,6,21,19,39,34.6,0.222,2.92
3.17,-118.942,35.043,6,1949,6,21,22,8,19.8,0.222,3.08
2.97,-117.186,32.525,12,1949,6,22,3,53,42.9,0.222,2.88
3.13,-117.141,32.807,1,1949,6,25,2,13,18,0.222,3.04
4.3,-113.9,32.1,0,1949,6,26,1,35,24,0,4.3
4.5,-121.1,35.8,0,1949,6,27,10,35,31,0.14,4.46
3.1,-117.321,34.1,17,1949,7,3,9,50,23.7,0.222,3.01
2.89,-119.418,33.54,6,1949,7,5,9,14,31.4,0.222,2.8
3.01,-117.982,35.75,6,1949,7,9,20,31,36.7,0.222,2.92
2.94,-118.45,33.866,6,1949,7,10,4,26,3.8,0.222,2.85
3.76,-115.859,31.911,6,1949,7,12,0,13,12.4,0.222,3.67
3.35,-117.757,35.36,6,1949,7,12,19,17,28.4,0.222,3.26
3.23,-116.146,33.247,6,1949,7,12,21,56,27.8,0.222,3.14
2.92,-119.17,34.907,6,1949,7,14,8,14,35.7,0.222,2.83
2.91,-116.864,34.98,6,1949,7,16,4,55,8.3,0.222,2.82
3.53,-117.84,32.182,6,1949,7,24,18,50,13.8,0.222,3.44
3.43,-117.368,32.151,6,1949,7,24,18,54,9,0.222,3.34
3.59,-120.44,34.154,6,1949,7,27,18,21,35.2,0.222,3.5
2.94,-118.491,35.793,6,1949,7,31,1,27,47.3,0.222,2.85
3.24,-116.6,34.902,6,1949,8,4,5,6,41.3,0.222,3.15
2.91,-116.098,32.626,6,1949,8,6,10,9,24.1,0.222,2.82
3.3,-122.32,37.95,0,1949,8,8,11,0,3,0.222,3.21
3.4,-120.588,36.063,6,1949,8,9,0,44,10.4,0.222,3.31
3.43,-117.187,34.014,15,1949,8,17,5,14,21.9,0.222,3.34
3.7,-118.6,38.8,0,1949,8,18,14,25,16,0.333,3.5
4.5,-121.23,40.27,0,1949,8,21,20,48,16,0.14,4.46
4.73,-120.778,34.18,6,1949,8,27,14,51,44.1,0.07,4.72
3.03,-118.303,33.636,6,1949,8,27,22,48,33.4,0.222,2.94
3.31,-117.824,35.558,6,1949,8,28,3,48,0.6,0.222,3.22
3.71,-120.421,36.171,6,1949,8,29,12,7,22.8,0.222,3.62
3.01,-117.772,36.5,6,1949,8,30,20,56,48,0.333,2.81
3.06,-116.477,34.843,6,1949,9,2,17,50,42.3,0.222,2.97
4.1,-124.7,40.38,0,1949,9,6,11,20,30,0.14,4.06
3.29,-119.17,33.786,6,1949,9,9,11,26,51.2,0.222,3.2
3.28,-116.632,32.15,6,1949,9,14,13,57,29.2,0.222,3.19
5.1,-115,31,0,1949,9,16,20,45,0,0.222,5.01
3.04,-118.471,35.781,6,1949,9,17,16,22,0.7,0.222,2.95
3.1,-118.187,33.96,0,1949,9,19,5,8,13.5,0.222,3.01
3.92,-116.615,34.887,6,1949,9,20,4,14,13.7,0.222,3.83
2.94,-117.949,32.223,6,1949,9,20,7,39,34.9,0.222,2.85
3.01,-118.71,34.23,6,1949,9,21,22,0,42.8,0.222,2.92
2.84,-116.523,33.483,6,1949,9,23,4,54,27.2,0.222,2.75
3.3,-118.6,38.1,0,1949,9,24,9,44,37,0.333,3.1
4.03,-116.466,33.191,6,1949,10,14,0,29,27.4,0.11,4.01
3.52,-120.068,35.955,6,1949,10,14,1,26,13.9,0.222,3.43
4.7,-121.17,36.58,0,1949,10,22,21,45,20,0.14,4.66
3,-116.57,33.51,5,1949,10,26,20,43,50,0.222,2.91
4.5,-124.2,40.9,0,1949,10,28,2,29,16,0.14,4.46
4.7,-113.5,37,0,1949,11,2,2,29,38,0,4.7
5.66,-116.75,32.127,6,1949,11,4,20,42,38.7,0.11,5.64
3.83,-121.64,36.69,6,1949,11,10,5,16,33.2,0.222,3.74
2.86,-118.574,34.285,1,1949,11,10,23,24,47.5,0.222,2.77
3.02,-117.96,35.743,6,1949,11,11,14,34,24.4,0.222,2.93
3.2,-119,39.8,0,1949,11,12,19,28,27,0.333,3
3.63,-116.674,34.859,6,1949,11,14,0,21,28.1,0.222,3.54
2.96,-121.001,34.595,6,1949,11,17,5,6,5.8,0.222,2.87
3.49,-118.032,33.803,6,1949,11,18,1,19,54.2,0.222,3.4
3.67,-114.902,31.952,6,1949,11,19,6,6,49.1,0.222,3.58
6.8,-112.316,28.469,10,1949,11,20,7,9,53,0.333,6.6
4.4,-124,38,0,1949,11,30,8,31,45,0.222,4.31
4,-122.13,38.62,0,1949,11,30,8,31,54,0.14,3.96
3.7,-117.7,38.3,0,1949,12,6,22,7,4,0.333,3.5
3.8,-119.8,39,0,1949,12,7,18,44,40,0.333,3.6
3.27,-117.443,36.002,0,1949,12,9,4,34,50.1,0.333,3.07
4.6,-118.37,37.47,0,1949,12,9,12,39,2,0.14,4.56
2.99,-117.81,33.887,6,1949,12,10,2,13,45.5,0.222,2.9
3.15,-118.496,33.986,0,1949,12,10,15,46,55,0.222,3.06
2.99,-116.66,34.864,6,1949,12,13,14,32,58,0.222,2.9
3.9,-116.33,37.87,0,1949,12,14,17,32,21,0.333,3.7
3.09,-116.863,34.37,6,1949,12,15,9,48,54.6,0.222,3
3.31,-117,35.02,6,1949,12,18,19,12,43.6,0.222,3.22
2.8,-118.434,33.962,0,1949,12,26,14,27,41.4,0.222,2.71
4.3,-112,41.5,0,1950,1,2,19,53,4,0.333,4.1
3.11,-119.322,33.575,6,1950,1,5,13,45,49.2,0.222,3.02
3.78,-116.959,34.066,0,1950,1,9,13,24,57,0.222,3.69
2.83,-117.67,35.84,1,1950,1,9,22,30,9.9,0.333,2.63
3.89,-118.18,33.946,3,1950,1,11,21,41,35.6,0.222,3.8
4.1,-116.483,37.017,0,1950,1,13,5,7,19,0,4.1
4.6,-124.42,40.22,0,1950,1,14,19,52,30,0.14,4.56
3.68,-119.73,37.024,6,1950,1,14,19,53,38.5,0.222,3.59
2.97,-116.468,34.929,6,1950,1,15,2,36,19.5,0.222,2.88
2.95,-118.973,33.909,6,1950,1,16,19,55,56.2,0.222,2.86
3.47,-118.502,33.801,6,1950,1,19,9,33,49.1,0.222,3.38
3,-116.004,33.156,6,1950,1,20,16,17,5.8,0.222,2.91
3.5,-115.677,32.981,6,1950,1,20,16,24,16.3,0.222,3.41
3.5,-119.15,38.6,0,1950,1,21,17,11,41,0.333,3.3
3.5,-117.7,39.2,0,1950,1,21,23,2,45,0.333,3.3
3.85,-118.912,34.384,6,1950,1,24,21,57,2.8,0.222,3.76
4.7,-125.1,42,0,1950,1,27,10,47,20,0.14,4.66
3.3,-116.351,33.271,6,1950,1,27,20,36,59.1,0.222,3.21
4.16,-114.5,30.5,6,1950,2,3,15,51,51.7,0.333,3.96
4,-124.3,41.2,0,1950,2,10,23,41,9,0.14,3.96
3.34,-118.114,34.499,2,1950,2,20,6,36,47.6,0.222,3.25
3.62,-120.783,34.157,6,1950,2,25,4,47,20.1,0.222,3.53
5,-112,40,0,1950,2,25,13,37,37,0,5
2.95,-116.54,33.469,12,1950,2,25,14,20,45.7,0.222,2.86
4.49,-119.089,34.776,6,1950,2,26,0,6,22.2,0.24,4.38
3.06,-119.218,34.098,6,1950,2,26,0,32,25,0.222,2.97
3,-116.533,36.5,16,1950,2,27,5,12,32,0.333,2.8
3.3,-118.87,39.92,0,1950,3,12,17,5,28,0.333,3.1
2.84,-118.356,35.508,6,1950,3,19,3,4,8.7,0.222,2.75
3.1,-117.799,35.71,6,1950,3,20,12,16,43.3,0.333,2.9
5.5,-121.47,40.45,0,1950,3,20,15,22,17,0.14,5.46
3.61,-120.569,35.796,6,1950,3,22,1,31,3.7,0.222,3.52
3.12,-117.622,34.169,0,1950,3,22,5,6,6.5,0.222,3.03
2.87,-118.229,35.083,6,1950,3,23,10,52,50.1,0.222,2.78
4.4,-125.23,41.13,0,1950,3,23,13,25,10,0.14,4.36
4.2,-123.98,40.27,0,1950,3,27,19,9,28,0.14,4.16
3.48,-121.245,36.221,6,1950,3,29,12,43,25.2,0.222,3.39
3.36,-117.736,34.841,6,1950,3,30,11,21,55.2,0.222,3.27
3.7,-116.034,32.932,6,1950,4,2,12,16,2.5,0.222,3.61
4.79,-122.5,48,0,1950,4,14,11,3,48,0,4.79
4.4,-119.692,35.877,6,1950,4,15,11,56,33.2,0.24,4.29
2.82,-118.053,35.7,6,1950,4,17,12,15,34,0.222,2.73
2.89,-116.497,34.871,6,1950,4,17,14,43,20.5,0.222,2.8
2.9,-119.461,34.09,6,1950,4,17,15,32,20.2,0.222,2.81
2.9,-118.338,33.541,6,1950,4,20,2,47,53.2,0.222,2.81
3.05,-119.776,34.268,6,1950,4,21,13,17,29.5,0.222,2.96
3.57,-121.205,34.639,6,1950,4,26,7,23,28.9,0.222,3.48
3.14,-117.834,36.074,0,1950,4,30,15,59,6.4,0.333,2.94
3.34,-116.559,33.93,6,1950,5,3,16,32,43.3,0.222,3.25
3.1,-116.852,35.27,6,1950,5,4,17,53,22.8,0.222,3.01
3.5,-119.68,39.1,0,1950,5,5,11,1,49,0.333,3.3
3.42,-115.524,32.855,6,1950,5,12,5,32,56.8,0.222,3.33
2.93,-117.411,32.755,5,1950,5,13,12,11,36,0.222,2.84
3.3,-118.55,33.829,6,1950,5,13,14,43,26.1,0.222,3.21
3.11,-115.506,33.567,6,1950,5,14,23,19,33.9,0.222,3.02
3.68,-115.747,31.91,6,1950,5,17,5,35,58.3,0.222,3.59
3.71,-115.663,33.862,6,1950,5,19,4,38,40.5,0.222,3.62
2.87,-119.882,34.6,10,1950,5,21,18,59,4.7,0.222,2.78
2.86,-116.482,33.403,2,1950,5,25,16,0,42.4,0.222,2.77
3.07,-117.257,34.018,19,1950,5,29,3,3,5.1,0.222,2.98
4.2,-123.4,41.3,0,1950,6,2,10,35,51,0.14,4.16
2.89,-115.861,33.249,6,1950,6,2,20,51,11.6,0.222,2.8
3.14,-115.672,33.431,6,1950,6,2,21,28,5.2,0.222,3.05
3.27,-117.747,35.716,6,1950,6,2,22,35,9.8,0.333,3.07
4,-124.4,40.8,0,1950,6,3,5,39,16,0.14,3.96
3,-115.577,33.032,6,1950,6,3,7,17,6.7,0.222,2.91
2.98,-116.454,33.976,6,1950,6,8,1,5,23.7,0.222,2.89
3.75,-119.439,34.13,8,1950,6,8,9,28,14.6,0.222,3.66
2.82,-118.657,33.844,6,1950,6,9,5,8,3.6,0.222,2.73
2.91,-116.528,33.193,3,1950,6,10,6,34,49.7,0.222,2.82
4.1,-120.4,39.7,0,1950,6,22,17,13,18,0.14,4.06
3.21,-118.175,33.515,6,1950,6,24,1,43,37.5,0.222,3.12
5,-110.5,44.75,0,1950,6,28,4,31,4,0,5
2.88,-118.134,37.472,6,1950,6,28,13,28,8.9,0.333,2.68
3.11,-117.864,33.944,6,1950,7,7,4,38,35.8,0.222,3.02
3.06,-116.37,33.875,6,1950,7,7,11,35,38.4,0.222,2.97
3.55,-119.256,35.409,6,1950,7,11,9,19,44.1,0.222,3.46
2.92,-119.606,34.301,0,1950,7,13,15,1,49.8,0.222,2.83
3.26,-116.413,33.396,6,1950,7,25,16,55,41.4,0.222,3.17
2.94,-117.191,34.086,25,1950,7,27,6,19,32.7,0.222,2.85
5.42,-115.664,33.088,6,1950,7,29,14,36,31.9,0.06,5.41
3.6,-118.4,38.3,0,1950,7,30,20,41,33,0.333,3.4
3.41,-120.747,34.647,6,1950,8,2,6,50,47.3,0.222,3.32
3.43,-118.149,35.676,6,1950,8,10,9,55,28.7,0.222,3.34
4.08,-116.805,34.316,6,1950,8,12,2,17,16.7,0.05,4.08
3.45,-119.153,32.528,6,1950,8,15,11,2,1.9,0.222,3.36
4.24,-113.25,47.25,0,1950,8,20,1,44,55,0,4.24
4.11,-119.44,34.12,6,1950,8,22,22,47,57.9,0.05,4.11
3.03,-116.746,33.68,6,1950,8,23,16,35,29.8,0.222,2.94
5.6,-126,42.5,0,1950,8,24,17,45,34,0,5.6
3.14,-116.896,35.63,6,1950,8,29,9,17,48.3,0.222,3.05
4.07,-116.885,35.024,6,1950,8,30,16,59,6.6,0.05,4.07
2.97,-117.26,34.027,19,1950,9,1,17,30,47.4,0.222,2.88
4.76,-116.697,33.726,6,1950,9,5,19,19,56.7,0.05,4.76
3.11,-117.835,35.7,3,1950,9,7,8,7,28.8,0.222,3.02
3.09,-116.033,31.587,6,1950,9,7,12,23,3.7,0.333,2.89
2.8,-115.87,33.892,6,1950,9,7,20,39,1.5,0.222,2.71
3.07,-115.899,32.594,6,1950,9,7,23,46,7.8,0.222,2.98
3.7,-117.3,41.5,0,1950,9,8,19,15,32,0.333,3.5
3.37,-116.442,34.91,6,1950,9,9,21,5,30.4,0.222,3.28
3.13,-118.231,35.714,6,1950,9,11,5,30,59.9,0.222,3.04
3.39,-116.462,33.368,1,1950,9,16,21,46,36.4,0.222,3.3
3.7,-118,39.4,0,1950,9,21,22,2,13,0.333,3.5
3.32,-117.246,34.037,15,1950,9,21,22,45,12.1,0.222,3.23
2.82,-115.828,33.891,6,1950,9,25,0,22,54.5,0.222,2.73
4.1,-118.58,37.48,0,1950,9,28,11,3,22,0.14,4.06
4.1,-121.38,36.9,0,1950,9,30,21,26,33,0.14,4.06
3.37,-115.727,33.871,6,1950,10,6,1,39,1.5,0.222,3.28
2.87,-117.87,36.065,1,1950,10,6,14,52,0,0.333,2.67
3.48,-120.116,33.01,6,1950,10,8,6,40,17.9,0.222,3.39
2.82,-117.589,35.45,6,1950,10,8,20,50,2.7,0.222,2.73
4.5,-116.69,39.6,0,1950,10,17,3,54,33,0.333,4.3
4.3,-116,44.5,0,1950,10,18,9,30,0,0.333,4.1
3.21,-118.166,32.119,6,1950,10,18,10,12,11.1,0.222,3.12
3.14,-117.794,35.72,6,1950,10,19,23,13,7.2,0.333,2.94
3.32,-120.318,36.581,6,1950,10,20,8,23,20.3,0.222,3.23
4.5,-117.5,39.5,0,1950,10,23,8,12,46,0.333,4.3
4.2,-119.7,39.62,0,1950,10,26,3,18,8,0.14,4.16
2.81,-117.062,34.01,16,1950,10,30,20,22,59.7,0.222,2.72
3.18,-116.622,34.163,6,1950,10,31,0,31,2.4,0.222,3.09
3.8,-115.666,36.583,16,1950,11,6,18,26,58,0.333,3.6
4.34,-117.946,32.623,6,1950,11,6,20,55,44.6,0.04,4.34
3.05,-118.656,34.077,6,1950,11,8,8,54,44.1,0.222,2.96
2.96,-116.596,34.982,6,1950,11,9,16,28,43.6,0.222,2.87
3.24,-118.861,34.652,15,1950,11,11,19,14,40.5,0.222,3.15
3.42,-115.962,34.014,6,1950,11,12,23,32,28.3,0.222,3.33
2.87,-117.283,35.048,6,1950,11,13,21,28,24.1,0.222,2.78
3.8,-118.317,33.917,16,1950,11,17,3,46,51,0.222,3.71
3.26,-116.428,35.818,6,1950,11,18,4,57,53.5,0.333,3.06
4.2,-125.52,39.72,0,1950,11,19,23,43,31,0.222,4.11
4.1,-121.52,36.82,0,1950,11,23,13,58,24,0.14,4.06
2.96,-116.883,34.983,6,1950,11,25,17,37,10.2,0.222,2.87
2.85,-119.383,35.013,6,1950,11,28,8,33,48.5,0.222,2.76
2.87,-117.959,35.76,6,1950,12,4,9,27,43,0.222,2.78
4.2,-116.7,40,0,1950,12,5,1,11,15,0.333,4
3,-119.37,38.77,0,1950,12,6,11,38,39,0.333,2.8
3.72,-114.799,32.649,6,1950,12,7,4,54,46.1,0.222,3.63
4.11,-114.758,32.081,6,1950,12,7,5,4,50.2,0.222,4.02
3.11,-115.198,32.029,6,1950,12,7,5,32,46.9,0,3.11
2.84,-116.6,32.269,6,1950,12,7,7,39,24.2,0.222,2.75
2.91,-118.724,35.447,6,1950,12,8,4,18,21.7,0.222,2.82
3.28,-116.406,33.339,6,1950,12,10,8,31,10.2,0.222,3.19
5.6,-120.07,40.08,0,1950,12,14,13,24,19,0.14,5.56
4.27,-119.08,35.232,6,1950,12,14,13,56,20.5,0.06,4.26
3.14,-117.917,36.019,2,1950,12,22,12,27,5.3,0.222,3.05
3.64,-118.189,37.301,10,1950,12,25,0,15,10.4,0.333,3.44
3.6,-115.9,36.767,16,1950,12,26,8,17,37,0.333,3.4
3.22,-117.615,33.996,6,1950,12,26,12,5,50.5,0.222,3.13
2.95,-116.718,34.09,6,1950,12,27,20,14,33.1,0.222,2.86
3.81,-116.008,33.582,6,1950,12,28,5,22,13.1,0.222,3.72
3.15,-117.956,36.48,1,1950,12,30,16,8,52.1,0.333,2.95
4.4,-119.3,39.9,0,1951,1,2,23,31,21,0.14,4.36
3.29,-115.733,32.572,6,1951,1,5,22,15,57.3,0.222,3.2
2.93,-118.406,37.806,6,1951,1,10,1,4,22.3,0.333,2.73
3.17,-118.467,34.984,6,1951,1,19,17,48,53.9,0.222,3.08
4.1,-119.8,39.62,0,1951,1,21,6,28,27,0.14,4.06
4.8,-119.95,39.08,0,1951,1,22,15,14,53,0.14,4.76
5.95,-115.119,32.622,6,1951,1,24,7,16,52.6,0.06,5.94
3.32,-116.36,32.989,6,1951,1,24,20,5,53.3,0.222,3.23
2.9,-122.183,37.75,0,1951,1,25,21,0,18,0.222,2.81
3.45,-118.165,37.661,6,1951,1,26,6,28,2.8,0.333,3.25
2.84,-117.106,34.03,7,1951,1,27,20,57,51.4,0.222,2.75
2.98,-119.212,33.132,6,1951,1,28,23,11,35.4,0.222,2.89
2.98,-117.422,36.37,6,1951,1,29,9,46,27.2,0.333,2.78
3.16,-118.615,34.527,6,1951,2,10,4,12,55.8,0.222,3.07
4.02,-115.748,32.575,6,1951,2,13,17,46,34.2,0.06,4.01
4.71,-116.601,33.482,3,1951,2,15,10,48,0.2,0.06,4.7
4.2,-120.7,40.07,0,1951,2,19,22,36,7,0.14,4.16
3.28,-115.824,33.923,6,1951,2,25,3,23,30.5,0.222,3.19
3.4,-119.2,38.6,0,1951,3,1,1,11,3,0.333,3.2
2.95,-116.245,33.071,6,1951,3,2,21,32,13.2,0.222,2.86
4.27,-121.75,34.75,6,1951,3,4,1,31,2.7,0,4.27
3.08,-119.024,34.039,6,1951,3,6,2,54,18.7,0.222,2.99
4.1,-124.3,40.3,0,1951,3,10,8,10,17,0.14,4.06
3.72,-116.857,34.028,20,1951,3,10,15,52,25.5,0.222,3.63
3.07,-118.7,33.804,6,1951,3,14,5,1,48.3,0.222,2.98
3.75,-120.666,34.795,6,1951,3,15,13,50,43.7,0.222,3.66
3.47,-118.945,34.921,6,1951,3,26,0,25,58.8,0.222,3.38
3.45,-119.597,34.153,8,1951,3,26,6,7,34.7,0.222,3.36
4.3,-116.124,33.276,6,1951,3,29,23,39,30.1,0.06,4.29
5,-125.3,40.47,0,1951,4,1,19,21,8,0.14,4.96
3.15,-116.104,33.887,6,1951,4,4,2,19,48.8,0.222,3.06
2.97,-116.911,35.004,6,1951,4,5,4,5,0.8,0.222,2.88
4,-117.2,39.3,0,1951,4,11,15,6,25,0.333,3.8
4.5,-113,32,0,1951,4,12,6,20,10,0.333,4.3
3.19,-118.547,33.917,6,1951,4,13,16,41,21.4,0.222,3.1
3.13,-118.801,34.136,6,1951,4,25,7,20,48.4,0.222,3.04
3.4,-119.55,39.28,0,1951,5,2,1,0,18,0.333,3.2
3.6,-119.4,38.67,0,1951,5,3,20,27,58,0.333,3.4
3.46,-120.305,36.305,6,1951,5,4,20,8,11,0.222,3.37
2.8,-116.93,34.298,6,1951,5,14,7,23,6.1,0.222,2.71
3.27,-120.518,36.522,6,1951,5,25,5,1,19.4,0.222,3.18
3,-117.37,34.231,4,1951,5,27,6,19,52,0.222,2.91
3.1,-119.661,35.094,6,1951,5,29,5,8,25.7,0.222,3.01
3.65,-117.234,31.907,6,1951,6,1,11,22,6,0.222,3.56
3.45,-118.442,37.621,6,1951,6,5,12,29,7.2,0.333,3.25
2.89,-116.346,33.928,6,1951,6,7,9,53,53.4,0.222,2.8
